ZONE,Full_Street,WARD - LOW,WARD - HIGH
1182,3100-3198 N OCTAVIA AVE,29.0,29.0
80,900-998 S OAKLEY BLVD,28.0,28.0
109,2216-2258 S WESTERN AVE,28.0,28.0
204,1500-1544 W HADDON AVE,2.0,2.0
119,1401-1599 N WELLS ST,27.0,27.0
111,4300-4358 W KAMERLING AVE,26.0,26.0
693,1400-1598 N KEDVALE AVE,26.0,26.0
1240,2200-2298 N MONTICELLO AVE,35.0,35.0
154,1600-1698 W PIERCE AVE,2.0,2.0
146,4805-4857 N AVERS AVE,35.0,35.0
133,5200-5258 W DAKIN ST,45.0,45.0
648,2001-2025 E 93RD ST,7.0,7.0
883,2015-2059 N KEDVALE AVE,35.0,35.0
341,4815-4857 W SCHOOL ST,31.0,31.0
928,3614-3644 N ORIOLE AVE,38.0,38.0
80,2201-2299 W FILLMORE ST,28.0,28.0
326,4401-4455 N BERNARD ST,35.0,35.0
102,2901-2957 W DICKENS AVE,1.0,1.0
36,5001-5059 S KEELER AVE,14.0,14.0
252,2417-2455 W 48TH ST,14.0,14.0
1331,816-912 W VILLAGE CT,11.0,11.0
738,500-598 W VAN BUREN ST,42.0,42.0
346,2900-2958 N MERRIMAC AVE,30.0,30.0
5,1405-1529 W TAYLOR ST,28.0,28.0
143,2600-2720 N SHEFFIELD AVE,43.0,43.0
152,3601-3659 S SEELEY AVE,12.0,12.0
5,901-931 S LAFLIN ST,28.0,28.0
143,2200-2298 N RACINE AVE,43.0,43.0
603,4700-4798 S SEELEY AVE,15.0,15.0
56,1401-1457 W ARTHUR AVE,49.0,49.0
268,9701-9759 S CALUMET AVE,9.0,9.0
56,1230-1256 W DEVON AVE,49.0,49.0
102,2900-2958 W DICKENS AVE,1.0,1.0
244,933-999 N MICHIGAN AVE,2.0,2.0
346,2700-2752 N CAMPBELL AVE,32.0,32.0
1387,4400-4498 S LAWLER AVE,22.0,22.0
113,4701-4759 N AVERS AVE,35.0,35.0
56,6301-6399 N GLENWOOD AVE,48.0,48.0
795,2701-2789 W POPE JOHN PAUL II DR,15.0,15.0
96,2700-2756 N TROY ST,32.0,32.0
1702,5801-5801 S NARRAGANSETT AVE,13.0,13.0
1247,6927-6945 W PALMER ST,29.0,29.0
1207,1800-1898 N LOWELL AVE,35.0,35.0
1567,1614-1656 N KEYSTONE AVE,26.0,26.0
96,2400-2488 N MOZART ST,1.0,32.0
154,1501-1599 N BOSWORTH AVE,2.0,2.0
107,3700-3752 W AGATITE AVE,35.0,35.0
738,700-700 W VAN BUREN ST,42.0,42.0
383,3701-3799 N WILTON AVE,46.0,46.0
5,1410-1458 W LEXINGTON ST,28.0,28.0
74,1142-1298 N LA SALLE ST,27.0,2.0
143,2601-2699 N LINCOLN AVE,43.0,43.0
74,1142-1198 N STATE PKWY,2.0,2.0
168,2000-2046 W HADDON AVE,2.0,2.0
154,1500-1598 W LE MOYNE ST,2.0,2.0
31,3514-3558 S SEELEY AVE,12.0,12.0
5,800-898 S MORGAN ST,11.0,11.0
168,1001-1031 N WESTERN AVE,1.0,1.0
5,906-908 S RACINE AVE,28.0,28.0
268,300-398 E 97TH ST,9.0,9.0
383,1630-1658 W MELROSE ST,47.0,47.0
412,6300-6358 S FRANCISCO AVE,17.0,17.0
55,4714-4716 W BYRON ST,45.0,45.0
330,5200-5256 W GRACE ST,45.0,45.0
1638,6901-6999 S JUSTINE ST,16.0,16.0
1673,124-124 W POLK ST,4.0,4.0
36,5000-5022 S KEDVALE AVE,14.0,14.0
1672,8200-8244 S HERMITAGE AVE,17.0,17.0
29,5601-5699 S NAGLE AVE,13.0,13.0
1673,600-698 S WELLS ST,25.0,25.0
113,4749-4753 N SPRINGFIELD AVE,35.0,35.0
187,6201-6243 S TROY ST,16.0,16.0
48,4800-4898 W PATTERSON AVE,30.0,30.0
906,2201-2299 N MENARD AVE,36.0,36.0
80,808-834 S BELL AVE,28.0,28.0
119,143-163 W BURTON PL,27.0,27.0
1839,3214-3252 N OLEANDER AVE,29.0,29.0
168,1100-1198 N LEAVITT ST,2.0,2.0
143,2100-2198 N KENMORE AVE,43.0,43.0
759,1009-1105 N WASHTENAW AVE,26.0,1.0
143,1101-1157 W DRUMMOND PL,43.0,43.0
1079,1435-1499 W FRY ST,1.0,1.0
154,1501-1599 N HONORE ST,1.0,2.0
435,2214-2256 S TROY ST,12.0,12.0
107,3601-3609 W SUNNYSIDE AVE,35.0,35.0
133,5201-5257 W WARWICK AVE,45.0,45.0
96,2433-2453 N RICHMOND ST,32.0,32.0
358,933-999 N CLARK ST,2.0,2.0
114,4015-4055 N HARDING AVE,45.0,45.0
187,6100-6158 S TROY ST,16.0,16.0
56,1401-1459 W ALBION AVE,49.0,49.0
945,6100-6156 N OAKLEY AVE,40.0,40.0
152,3600-3658 S LEAVITT ST,12.0,12.0
29,6401-6401 W 57TH ST,13.0,13.0
588,2400-2498 N SPRINGFIELD AVE,31.0,31.0
168,1101-1131 N HOYNE AVE,2.0,2.0
143,1000-1098 W WEBSTER AVE,43.0,43.0
1120,3201-3257 N NOTTINGHAM AVE,29.0,29.0
252,4300-4358 S WHIPPLE ST,15.0,15.0
1636,2501-2559 N MEADE AVE,30.0,30.0
846,1201-1299 W HURON ST,1.0,1.0
346,2815-2855 N ROCKWELL ST,33.0,33.0
350,801-851 N LA SALLE ST,2.0,2.0
154,1599-2099 W NORTH AVE,2.0,1.0
107,3700-3756 W SUNNYSIDE AVE,35.0,35.0
185,3919-3941 S KEDZIE AVE,12.0,12.0
136,3126-3134 W 25TH ST,12.0,12.0
1386,5402-5454 W BARRY AVE,31.0,31.0
94,4700-4746 W WARWICK AVE,30.0,30.0
1160,4301-4399 W DICKENS AVE,35.0,35.0
5,800-864 S LAFLIN ST,28.0,28.0
1427,3900-3944 N ORIOLE AVE,38.0,38.0
225,1614-1654 N KARLOV AVE,26.0,26.0
693,1401-1599 N KEDVALE AVE,26.0,26.0
738,200-298 S DESPLAINES ST,42.0,42.0
1472,1101-1199 N SPRINGFIELD AVE,37.0,37.0
383,3931-3999 N SHERIDAN RD,46.0,46.0
168,1900-1998 W THOMAS ST,2.0,2.0
1331,1501-1599 S MORGAN ST,11.0,11.0
143,2300-2398 N LAKEWOOD AVE,2.0,2.0
156,6400-6448 N TAHOMA AVE,41.0,41.0
1077,6001-6099 S RICHMOND ST,16.0,16.0
113,4700-4742 N SPRINGFIELD AVE,35.0,35.0
738,401-599 S JEFFERSON ST,25.0,25.0
268,9514-9552 S INDIANA AVE,9.0,9.0
1693,4333-4399 W 49TH ST,14.0,14.0
233,5635-5657 W BELMONT AVE,31.0,31.0
154,1613-1647 W JULIAN ST,2.0,2.0
1806,3214-3258 N KOSTNER AVE,30.0,30.0
155,1612-1656 N AVERS AVE,26.0,26.0
1673,801-899 S WELLS ST,25.0,25.0
142,153-169 W EUGENIE ST,2.0,2.0
52,2400-2450 W 63RD ST,16.0,16.0
143,1100-1158 W LILL AVE,43.0,43.0
252,1826-1898 W 46TH ST,15.0,15.0
1100,2200-2298 N LOWELL AVE,35.0,35.0
358,128-198 W OAK ST,2.0,2.0
1331,1401-1499 S PEORIA ST,11.0,11.0
358,831-899 N STATE ST,2.0,2.0
154,1701-1799 W BEACH AVE,2.0,1.0
757,11423-11459 S HERMOSA AVE,34.0,34.0
268,44-98 E 98TH ST,9.0,9.0
136,2701-2755 W CERMAK RD,12.0,12.0
29,5701-5711 S NAGLE AVE,13.0,13.0
1439,3901-3907 W BELDEN AVE,35.0,35.0
1320,4701-4799 W DICKENS AVE,36.0,36.0
1743,2501-2543 N FRANCISCO AVE,1.0,32.0
738,600-640 W VAN BUREN ST,42.0,42.0
526,2700-2744 W 18TH ST,24.0,24.0
1300,2901-2999 N MONT CLARE AVE,29.0,29.0
143,2501-2559 N RACINE AVE,43.0,43.0
1088,2601-2699 N HARDING AVE,31.0,31.0
958,6201-6299 S MOZART ST,16.0,16.0
143,1101-1199 W WRIGHTWOOD AVE,43.0,43.0
35,5517-5559 S MOBILE AVE,13.0,13.0
252,4601-4653 S WOLCOTT AVE,15.0,15.0
1476,1400-1498 S HALSTED ST,11.0,11.0
233,3101-3143 N MAJOR AVE,31.0,31.0
1427,3901-3945 N ORIOLE AVE,38.0,38.0
154,1211-1589 N MILWAUKEE AVE,2.0,1.0
154,1200-1298 N CLEAVER ST,2.0,2.0
346,2900-2956 N ROCKWELL ST,33.0,33.0
139,2303-2351 N MELVINA AVE,36.0,36.0
4,5201-5259 S LOCKWOOD AVE,14.0,14.0
142,301-339 W EUGENIE ST,2.0,2.0
113,4717-4757 N PULASKI RD,39.0,35.0
143,2030-2050 N MAGNOLIA AVE,2.0,2.0
1768,4901-4999 W HENDERSON ST,31.0,31.0
244,1030-1126 N STATE ST,2.0,2.0
358,1-23 W CHESTNUT ST,2.0,2.0
811,1700-1798 W 85TH ST,21.0,21.0
159,9800-9820 S PARNELL AVE,34.0,34.0
1204,5100-5198 W FLETCHER ST,31.0,31.0
1239,6300-6398 S MOZART ST,17.0,17.0
1430,3800-3800 N PIONEER AVE,38.0,38.0
5,701-729 S LAFLIN ST,28.0,28.0
143,1038-1056 W BELDEN AVE,43.0,43.0
5,1242-1298 W WESTGATE TER,28.0,28.0
143,2701-2799 N LINCOLN AVE,43.0,43.0
119,216-260 W GOETHE ST,27.0,27.0
5,1300-1398 W FLOURNOY ST,28.0,28.0
348,1501-1545 N CLEVELAND AVE,2.0,2.0
168,2100-2198 W HADDON AVE,2.0,2.0
716,3400-3498 S HAMILTON AVE,12.0,12.0
1313,533-547 E 95TH ST,9.0,9.0
5,801-851 S LOOMIS ST,28.0,28.0
1508,2109-2155 N KILDARE AVE,35.0,35.0
1211,2500-2598 S WABASH AVE,3.0,3.0
70,5001-5047 S KOLIN AVE,14.0,14.0
1331,801-899 W 14TH PL,11.0,11.0
1425,2301-2399 N MULLIGAN AVE,36.0,36.0
432,7401-7435 S LOWE AVE,6.0,6.0
5,800-838 S BISHOP ST,28.0,28.0
56,6414-6458 N WAYNE AVE,49.0,49.0
725,9800-9898 S FOREST AVE,9.0,9.0
143,2700-2788 N RACINE AVE,43.0,43.0
383,3201-3299 N PAULINA ST,47.0,47.0
383,3200-3298 N PAULINA ST,47.0,47.0
718,3905-3939 W POTOMAC AVE,37.0,37.0
651,1301-1399 W 72ND PL,6.0,6.0
1022,4700-4758 S CAMPBELL AVE,15.0,15.0
74,2-50 W SCHILLER ST,2.0,2.0
747,1501-1599 N KARLOV AVE,26.0,26.0
4,4900-4998 W 51ST ST,22.0,22.0
1564,1212-1248 W OHIO ST,1.0,1.0
1476,1400-1460 S EMERALD AVE,11.0,11.0
252,1827-1899 W 46TH ST,15.0,15.0
1214,3906-3958 W HURON ST,37.0,37.0
1222,2101-2199 N KEDVALE AVE,35.0,35.0
154,1401-1499 N ELK GROVE AVE,2.0,2.0
354,2105-2149 N MONITOR AVE,36.0,36.0
1673,811-855 S FINANCIAL PL,25.0,25.0
1646,6301-6399 S KOMENSKY AVE,23.0,13.0
1408,2100-2198 N TRIPP AVE,35.0,35.0
90,3945-3999 N PULASKI RD,45.0,45.0
354,2101-2127 N MANGO AVE,36.0,36.0
95,2901-2957 N TROY ST,33.0,33.0
162,3500-3542 N OLCOTT AVE,38.0,38.0
1839,3215-3253 N OLEANDER AVE,29.0,29.0
1675,1400-1498 W 14TH ST,28.0,28.0
79,801-999 W GUNNISON ST,46.0,46.0
1532,3507-3559 W 57TH ST,23.0,23.0
52,2735-2757 W 64TH ST,17.0,17.0
625,2001-2099 N LAPORTE AVE,36.0,36.0
358,860-898 N DEARBORN ST,2.0,2.0
162,2901-2999 N MOBILE AVE,30.0,30.0
811,8458-8500 S PAULINA ST,21.0,21.0
738,401-499 S CLINTON ST,25.0,25.0
867,6101-6199 N CLAREMONT AVE,40.0,40.0
1331,900-998 W 15TH PL,11.0,11.0
4,5203-5259 S KILPATRICK AVE,14.0,14.0
1566,1900-1942 N KEDVALE AVE,35.0,35.0
64,7515-7557 S HARVARD AVE,6.0,6.0
1477,3301-3399 N NEVA AVE,29.0,29.0
143,2145-2199 N CLIFTON AVE,43.0,43.0
29,5702-5710 S NAGLE AVE,13.0,13.0
168,1101-1199 N LEAVITT ST,2.0,2.0
738,701-701 W VAN BUREN ST,25.0,25.0
146,4815-4855 N RIDGEWAY AVE,35.0,35.0
148,4815-4855 W LEXINGTON ST,29.0,29.0
5,1501-1519 W POLK ST,28.0,28.0
350,800-852 N LA SALLE DR,2.0,2.0
74,1200-1258 N STATE PKWY,2.0,2.0
143,1001-1099 W WRIGHTWOOD AVE,43.0,43.0
1238,1900-1998 N HARDING AVE,26.0,26.0
1673,1000-1096 S PLYMOUTH CT,4.0,4.0
1129,2700-2798 S PRAIRIE AVE,4.0,4.0
143,1900-1998 N CLYBOURN AVE,2.0,2.0
92,4701-4707 N MAPLEWOOD AVE,40.0,40.0
567,2600-2652 W 23RD ST,24.0,24.0
238,4021-4027 N TRIPP AVE,45.0,45.0
663,1901-1999 N KEELER AVE,35.0,35.0
1206,3100-3198 N PARKSIDE AVE,31.0,31.0
119,159-171 W GOETHE ST,2.0,2.0
1186,2101-2299 N MARMORA AVE,36.0,36.0
1168,2100-2164 N MULLIGAN AVE,36.0,36.0
26,1614-1656 N NATOMA AVE,29.0,29.0
886,3920-3974 N OLEANDER AVE,38.0,38.0
1198,5701-5787 S NARRAGANSETT AVE,13.0,13.0
64,7514-7558 S HARVARD AVE,6.0,6.0
1301,3001-3001 N OCTAVIA AVE,29.0,29.0
93,2500-2580 N AVERS AVE,31.0,31.0
102,1815-1965 N WESTERN AVE,32.0,32.0
1673,1001-1097 S PLYMOUTH CT,4.0,4.0
750,2609-2659 N LAWNDALE AVE,31.0,35.0
5,901-927 S LOOMIS ST,28.0,28.0
1203,4809-5025 N ASHLAND AVE,47.0,47.0
1673,601-657 S FINANCIAL PL,4.0,4.0
185,3100-3144 W 39TH PL,12.0,12.0
1731,4038-4058 W DICKENS AVE,26.0,26.0
5,700-752 S LOOMIS ST,28.0,28.0
153,1100-1100 N LAKE SHORE DR,2.0,2.0
619,6200-6298 S FAIRFIELD AVE,16.0,16.0
1746,6201-6243 S KEELER AVE,23.0,23.0
793,7000-7098 S CARPENTER ST,6.0,6.0
1221,2734-2748 W ALTGELD ST,1.0,1.0
155,1613-1699 N HARDING AVE,26.0,26.0
326,3400-3444 W MONTROSE AVE,35.0,35.0
197,2301-2399 W 50TH ST,15.0,15.0
298,112-114 E 95TH ST,9.0,9.0
143,2201-2259 N SEMINARY AVE,43.0,43.0
1590,3941-3979 W BARRY AVE,30.0,30.0
96,2904-2924 W DIVERSEY AVE,33.0,33.0
152,3604-3658 S HOYNE AVE,12.0,12.0
268,199-201 E 95TH ST,9.0,9.0
5,1500-1552 W HARRISON ST,28.0,28.0
108,6100-6126 N LENOX AVE,39.0,39.0
1187,2201-2299 N KEDVALE AVE,35.0,35.0
143,1101-1157 W SCHUBERT AVE,43.0,43.0
215,6307-6343 N MINNEHAHA AVE,39.0,39.0
5,800-814 S RACINE AVE,28.0,28.0
143,2700-2798 N LINCOLN AVE,43.0,43.0
204,1500-1598 W THOMAS ST,2.0,2.0
143,1001-1099 W WEBSTER AVE,43.0,43.0
1673,537-547 S CLARK ST,4.0,4.0
56,6246-6256 N GLENWOOD AVE,48.0,48.0
143,2201-2299 N SOUTHPORT AVE,2.0,2.0
1483,5000-5054 S LA CROSSE AVE,22.0,22.0
5,1010-1076 W POLK ST,11.0,25.0
255,2900-2958 N MULLIGAN AVE,36.0,36.0
1129,2701-2799 S INDIANA AVE,4.0,4.0
168,901-999 N WESTERN AVE,1.0,1.0
1629,2602-2616 N AVONDALE AVE,,32.0
36,4715-4759 S KILBOURN AVE,14.0,14.0
269,7109-7147 S BLACKSTONE AVE,8.0,7.0
115,6600-6650 W 63RD ST,13.0,13.0
139,2300-2398 N MOODY AVE,36.0,36.0
5,1400-1458 W FLOURNOY ST,28.0,28.0
1627,5300-5398 S MONITOR AVE,14.0,14.0
1542,525-525 S HALSTED ST,25.0,25.0
56,6403-6407 N WAYNE AVE,49.0,49.0
31,2000-2024 W 35TH ST,12.0,12.0
1838,3400-3498 S HOYNE AVE,12.0,12.0
268,9401-9459 S INDIANA AVE,9.0,9.0
259,3835-3855 N CICERO AVE,45.0,45.0
227,5573-5577 N LEONARD AVE,39.0,39.0
55,4600-4648 W PATTERSON AVE,30.0,30.0
71,7801-7841 S KEATING AVE,18.0,18.0
701,1301-1399 W ERIE ST,1.0,1.0
252,2416-2456 W 48TH ST,15.0,15.0
373,701-799 N LA SALLE ST,2.0,2.0
470,9601-9651 S DR MARTIN LUTHER KING JR DR,9.0,9.0
5,1315-1323 W ARTHINGTON ST,28.0,28.0
113,4701-4745 N HARDING AVE,35.0,35.0
1118,4701-4799 W MCLEAN AVE,36.0,36.0
1555,3101-3199 N LOTUS AVE,31.0,31.0
29,6400-6400 W 57TH ST,13.0,13.0
1672,8201-8245 S HERMITAGE AVE,21.0,21.0
204,1501-1599 W DIVISION ST,27.0,2.0
143,2200-2298 N MAGNOLIA AVE,43.0,43.0
154,1616-1656 W BLACKHAWK ST,2.0,2.0
56,6306-6340 N BROADWAY ,48.0,48.0
424,3100-3144 N MONTICELLO AVE,30.0,30.0
143,1200-1258 W DRAPER ST,43.0,43.0
358,1001-1007 N CLARK ST,2.0,2.0
1755,2405-2459 N LOREL AVE,30.0,30.0
5,900-902 S ASHLAND AVE,27.0,27.0
80,900-936 S BELL AVE,28.0,28.0
882,2014-2056 N KEYSTONE AVE,26.0,26.0
1476,701-799 W 14TH PL,11.0,11.0
706,4800-4898 W SUPERIOR ST,37.0,37.0
1326,5512-5558 S FRANCISCO AVE,16.0,16.0
1651,2901-2933 N RICHMOND ST,33.0,33.0
1701,2400-2498 N FRANCISCO AVE,1.0,32.0
151,4400-4458 W VAN BUREN ST,28.0,28.0
225,4100-4156 W NORTH AVE,26.0,26.0
143,2531-2551 N SEMINARY AVE,43.0,43.0
252,3000-3018 W 47TH ST,15.0,15.0
691,2101-2199 N SPRINGFIELD AVE,26.0,26.0
795,2700-2788 W 43RD ST,15.0,15.0
228,6241-6253 S KEDZIE AVE,16.0,16.0
102,2901-2955 W LYNDALE ST,1.0,1.0
143,1101-1199 W WEBSTER AVE,43.0,43.0
74,119-139 W GOETHE ST,2.0,2.0
168,2012-2046 W RICE ST,2.0,2.0
358,1000-1008 N CLARK ST,2.0,2.0
272,11411-11455 S HALE AVE,34.0,34.0
143,1713-1719 N HALSTED ST,2.0,2.0
346,2926-2988 N ELSTON AVE,33.0,33.0
268,300-398 E 98TH ST,9.0,9.0
94,4701-4747 W WARWICK AVE,30.0,30.0
102,2111-2159 W CATON ST,2.0,2.0
1476,1501-1599 S HALSTED ST,11.0,11.0
429,2631-2699 W 69TH ST,17.0,17.0
1249,4701-4799 W SHAKESPEARE AVE,36.0,36.0
156,5300-5360 W DEVON AVE,41.0,41.0
31,1936-1952 W 38TH ST,12.0,12.0
10,5701-5759 W ADDISON ST,36.0,36.0
1779,4700-4798 S KILDARE AVE,14.0,14.0
168,2201-2253 W THOMAS ST,2.0,2.0
692,4200-4258 S TALMAN AVE,15.0,15.0
80,501-531 S OAKLEY BLVD,28.0,28.0
1242,4201-4299 W GLADYS AVE,28.0,28.0
113,3849-3855 W LELAND AVE,35.0,35.0
1673,800-898 S WELLS ST,25.0,25.0
1766,2301-2343 N MENARD AVE,36.0,36.0
759,790-1190 N WESTERN AVE,26.0,1.0
5,1201-1229 W LEXINGTON ST,28.0,28.0
738,506-598 W TILDEN ST,25.0,25.0
142,200-246 W CONCORD PL,2.0,2.0
1273,6201-6299 N LEOTI AVE,39.0,39.0
342,1837-1857 N WESTERN AVE,32.0,32.0
1755,2404-2458 N LOREL AVE,30.0,30.0
1673,806-898 S PARK TER,4.0,4.0
113,3850-3854 W LELAND AVE,35.0,35.0
74,1141-1299 N LA SALLE ST,2.0,2.0
113,3821-3835 W LAWRENCE AVE,35.0,35.0
1673,800-898 S PLYMOUTH CT,4.0,4.0
99,1815-1859 W 34TH ST,12.0,12.0
96,2401-2489 N MOZART ST,1.0,32.0
269,7108-7148 S BLACKSTONE AVE,8.0,8.0
1638,6900-6998 S JUSTINE ST,16.0,16.0
367,3200-3270 W BELDEN AVE,32.0,32.0
56,1216-1264 W ARTHUR AVE,49.0,49.0
5,1206-1280 W CABRINI ST,28.0,28.0
119,160-172 W GOETHE ST,2.0,2.0
74,1400-1498 N SANDBURG TER,2.0,2.0
143,1601-1659 N HALSTED ST,2.0,2.0
55,4720-4746 W BYRON ST,45.0,45.0
346,2701-2755 N ARTESIAN AVE,32.0,32.0
154,1500-1598 N HOYNE AVE,2.0,2.0
143,2701-2787 N RACINE AVE,43.0,43.0
93,3905-3945 W ALTGELD ST,31.0,31.0
1606,2415-2457 N MEADE AVE,30.0,30.0
204,1500-1566 W CORTEZ ST,2.0,1.0
7,5524-5544 S NARRAGANSETT AVE,13.0,13.0
74,1301-1399 N SANDBURG TER,2.0,2.0
236,2737-2757 W GLENLAKE AVE,40.0,40.0
268,9700-9758 S CALUMET AVE,9.0,9.0
47,5101-5159 W MELROSE ST,31.0,31.0
847,6701-6799 S CAMPBELL AVE,17.0,17.0
1747,2139-2167 N RICHMOND ST,1.0,1.0
143,1245-1245 W DICKENS AVE,2.0,2.0
1023,2200-2258 N KILDARE AVE,35.0,35.0
80,800-838 S CLAREMONT AVE,28.0,28.0
141,2905-2981 N RIDGEWAY AVE,30.0,30.0
1495,3605-3633 N OZANAM AVE,38.0,38.0
268,113-113 E 95TH ST,9.0,9.0
143,703-751 W WILLOW ST,2.0,2.0
55,4700-4746 W BERENICE AVE,45.0,45.0
227,5533-5553 N LEAVENWORTH AVE,39.0,39.0
1321,2200-2298 N TRIPP AVE,35.0,35.0
1467,5235-5313 W 52ND ST,14.0,14.0
5,900-916 S LOOMIS ST,28.0,28.0
154,1400-1498 N ELK GROVE AVE,1.0,2.0
5,1301-1307 W WESTGATE TER,28.0,28.0
1582,7132-7134 W CORNELIA AVE,38.0,38.0
755,1901-1947 N KILDARE AVE,35.0,35.0
56,6404-6406 N WAYNE AVE,49.0,49.0
5,1400-1498 W HARRISON ST,28.0,28.0
236,6014-6058 N FAIRFIELD AVE,40.0,40.0
973,7926-7998 W SCHOOL ST,38.0,38.0
114,4301-4345 N AVERS AVE,35.0,35.0
883,2014-2058 N KEDVALE AVE,35.0,35.0
64,705-713 W 74TH ST,6.0,6.0
539,6715-6755 S OAKLEY AVE,16.0,16.0
155,1614-1698 N HARDING AVE,26.0,26.0
154,1300-1398 W EVERGREEN AVE,27.0,2.0
168,1101-1199 N OAKLEY BLVD,2.0,2.0
4,5200-5288 S LATROBE AVE,14.0,14.0
103,3501-3587 N LAWNDALE AVE,30.0,30.0
5,1351-1353 W TAYLOR ST,28.0,28.0
949,1700-1798 N HARDING AVE,26.0,26.0
92,4649-4707 N ROCKWELL ST,47.0,40.0
118,1120-1120 N LAKE SHORE DR,2.0,2.0
1432,5502-5522 W BARRY AVE,31.0,31.0
143,2101-2199 N KENMORE AVE,43.0,43.0
56,1401-1401 W ROSEMONT AVE,48.0,48.0
1705,2629-2657 S CHRISTIANA AVE,12.0,12.0
204,1106-1184 N MILWAUKEE AVE,2.0,2.0
759,901-921 N CAMPBELL AVE,26.0,26.0
60,4421-4455 N KILBOURN AVE,39.0,39.0
741,712-732 W 17TH PL,11.0,11.0
364,1032-1038 N LA SALLE ST,27.0,27.0
568,2600-2656 W 24TH ST,12.0,12.0
4,5211-5265 S CICERO AVE,14.0,14.0
1673,1100-1182 S PLYMOUTH CT,4.0,4.0
193,901-957 N SPRINGFIELD AVE,37.0,37.0
60,4420-4456 N KILBOURN AVE,39.0,39.0
102,2301-2355 W ARMITAGE AVE,32.0,32.0
574,4401-4499 W CONGRESS PKWY,28.0,28.0
683,4501-4559 S WHIPPLE ST,15.0,15.0
113,3901-3943 W LAWRENCE AVE,35.0,35.0
1477,3300-3398 N NEVA AVE,29.0,29.0
1476,1401-1459 S EMERALD AVE,11.0,11.0
252,4600-4652 S SACRAMENTO AVE,15.0,15.0
141,4100-4154 W MELROSE ST,30.0,30.0
870,8301-8359 S COMMERCIAL AVE,7.0,7.0
152,2101-2199 W 36TH ST,12.0,12.0
383,901-999 W DAKIN ST,46.0,46.0
143,2101-2199 N MAGNOLIA AVE,2.0,2.0
225,1614-1658 N KEELER AVE,26.0,26.0
143,1001-1037 W BELDEN AVE,43.0,43.0
107,3722-3756 W WINDSOR AVE,35.0,35.0
262,3101-3139 N OCONTO AVE,29.0,29.0
1388,700-798 N ADA ST,1.0,27.0
383,3801-3899 N WILTON AVE,46.0,46.0
654,3201-3299 N PACIFIC AVE,38.0,38.0
350,100-128 W CHESTNUT ST,2.0,2.0
143,1201-1299 W FULLERTON AVE,43.0,43.0
783,1000-1098 S LAFLIN ST,28.0,28.0
548,2500-2552 S SAWYER AVE,12.0,12.0
1240,2201-2299 N MONTICELLO AVE,35.0,35.0
1317,1801-1899 W RACE AVE,1.0,1.0
227,5534-5552 N LEAVENWORTH AVE,39.0,39.0
1337,4400-4458 S HERMITAGE AVE,15.0,15.0
733,4801-4899 N ST LOUIS AVE,33.0,33.0
1173,8800-8858 S WABASH AVE,9.0,9.0
1451,2300-2358 S WHIPPLE ST,12.0,12.0
220,3200-3258 W LAWRENCE AVE,33.0,33.0
1359,3101-3199 W 42ND ST,15.0,15.0
346,2927-2987 N ELSTON AVE,33.0,33.0
1160,4300-4398 W DICKENS AVE,35.0,35.0
218,2925-2943 W ARMITAGE AVE,1.0,1.0
52,2401-2451 W 63RD ST,16.0,16.0
119,128-198 W DIVISION ST,2.0,2.0
93,2700-2798 N HAMLIN AVE,31.0,31.0
1595,1501-1599 W 15TH ST,28.0,28.0
168,1033-1099 N LEAVITT ST,2.0,2.0
900,500-598 N HERMITAGE AVE,1.0,1.0
102,1600-1618 N HOYNE AVE,2.0,2.0
346,2701-2799 W GEORGE ST,33.0,33.0
902,2014-2058 N LA CROSSE AVE,36.0,36.0
30,5843-5859 S NEW ENGLAND AVE,13.0,13.0
119,1500-1500 N LA SALLE ST,27.0,27.0
4,5145-5145 S LAMON AVE,14.0,14.0
1080,1401-1499 W ERIE ST,1.0,1.0
133,5200-5256 W WARWICK AVE,45.0,45.0
1129,2701-2799 S MICHIGAN AVE,4.0,4.0
85,6300-6330 W HIGHLAND AVE,39.0,39.0
187,6253-6263 S WHIPPLE ST,16.0,16.0
1031,6001-6099 W NELSON ST,30.0,30.0
74,1143-1199 N DEARBORN ST,2.0,2.0
1217,8301-8357 S WOOD ST,21.0,21.0
937,3500-3558 N RUTHERFORD AVE,38.0,38.0
373,700-798 N LA SALLE ST,42.0,2.0
45,6000-6056 W CORNELIA AVE,36.0,36.0
142,300-302 W NORTH AVE,27.0,27.0
357,1738-1756 W 51ST ST,20.0,20.0
755,1900-1946 N KILDARE AVE,35.0,35.0
5,617-619 S LYTLE ST,28.0,28.0
1534,5102-5122 S KILPATRICK AVE,14.0,14.0
56,6601-6699 N GLENWOOD AVE,49.0,49.0
143,2101-2199 N SOUTHPORT AVE,2.0,2.0
747,1500-1598 N KARLOV AVE,26.0,26.0
952,5501-5599 S SACRAMENTO AVE,16.0,16.0
1469,6400-6458 W 58TH ST,13.0,13.0
143,1300-1332 W FULLERTON AVE,2.0,2.0
119,301-303 W GOETHE ST,2.0,2.0
74,40-40 W BURTON PL,2.0,2.0
5,1208-1240 W ARTHINGTON ST,28.0,28.0
118,1130-1130 N LAKE SHORE DR,2.0,2.0
48,4801-4899 W PATTERSON AVE,30.0,30.0
5,711-727 S ASHLAND AVE,28.0,28.0
154,1416-1546 N WOOD ST,1.0,2.0
